"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","FMTM","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT21","WT22"
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-09-23","10.29",,,"0.00","   83","0.0","0",,"58","47","  606","  240","  250",,"21.0","28.0",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-09-24","12.53",,,"0.00","   87","0.0","0",,"59","41","  634","  210","  210",,"25.9","32.0",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-09-25","15.43",,,"0.00","   92","0.0","0",,"71","52","  661","  220","  220",,"25.1","32.0","    1",,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-09-26","8.50",,,"0.05","   55","0.0","0",,"66","55","  397","  220","  210",,"19.9","23.9","    1",,,,,,,,,,"    1","    1",,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-09-27","6.93",,,"0.00","   99","0.0","0",,"65","45","  712","   40","   30",,"15.0","17.9",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-09-28","4.03",,,"0.00","    2","0.0","0",,"62","48","   14","   30","  350",,"13.0","25.1",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-09-29","2.24",,,"0.00","   49","0.0","0",,"65","45","  348","   60","   20",,"13.0","14.1",,,,,,,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-09-30","4.92",,,"0.09","   40","0.0","0",,"61","51","  282","  340","  340",,"13.0","16.1","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-10-01","7.16",,,"0.00","   50","0.0","0",,"63","50","  350","  230","  220",,"16.1","19.9",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-10-02","4.47",,,"0.20","    2","0.0","0",,"66","52","   15","   60","   50",,"12.1","15.0",,,,,,,,,,,"    1","    1",,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-10-03","5.59",,,"0.00","   32","0.0","0",,"71","61","  221","  250","  240",,"16.1","23.0",,,,,,,,,,,"    1","    1",,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-10-04","10.29",,,"0.00","   74","0.0","0",,"71","58","  520","  240","  240",,"23.9","32.0",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-10-05","12.08",,,"0.10","   10","0.0","0",,"66","50","   72","  250","  250",,"23.9","31.1","    1",,,,,,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-10-06","12.08",,,"0.65","   56","0.0","0",,"55","46","  356","  270","  270",,"25.1","33.1","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-10-07","3.36",,,"0.19","    4","0.0","0",,"49","40","   28","  280","  270",,"13.0","16.1",,,,,,,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-10-08","5.82",,,"0.12","   28","0.0","0",,"50","39","  191","  200","  260",,"13.0","15.0","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-10-09","5.82",,,"0.00","  100","0.0","0",,"59","36","  682","  230","  220",,"14.1","17.0",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-10-10","13.87",,,"0.04","   26","0.0","0",,"53","43","  174","  210","  200",,"23.9","32.0",,,,,,,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-10-11","15.21",,,"0.01","   77","0.0","0",,"56","37","  518","  230","  220",,"28.0","38.9",,,,,,,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-10-12","7.83",,,"0.05","   76","0.0","0",,"49","31","  509","  350","  310",,"21.0","29.1",,,,,,,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-10-13","9.17",,,"0.05","   40","0.0","0",,"55","30","  265","  210","  200",,"25.1","31.1",,,,,,,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-10-14","14.99",,,"0.52","   16","0.0","0",,"75","55","  107","  200","  210",,"36.9","47.0","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-10-15","19.69",,,"0.01","   14","0.0","0",,"66","46","   94","  240","  240",,"36.0","49.0",,,,,,,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-10-16","8.05",,,"0.00","   32","0.0","0",,"52","41","  210","  250","  250",,"17.0","21.9",,,,,,,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-10-17","6.93",,,"0.00","   27","0.0","0",,"68","40","  181","  210","  180",,"13.0","16.1",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-10-18","11.41",,,"0.42","   48","0.0","0",,"70","49","  312","  270","  270",,"32.0","40.9","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-10-19","4.47",,,"0.00","   66","0.0","0",,"66","43","  434","   30","   20",,"14.1","16.1",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-10-20","12.30",,,"0.56","   26","0.0","0",,"53","47","  172","  210","  210",,"23.0","29.1",,,,,,,,,,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-10-21","11.63",,,"0.00","  100","0.0","0",,"56","45","  648","  240","  240",,"23.0","30.0",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-10-22","6.26",,,"0.00","  100","0.0","0",,"63","43","  646","  240","  240",,"14.1","17.0",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-10-23","5.59",,,"0.85","    0","0.0","0",,"56","52","    0","   60","   60",,"12.1","15.0","    1",,,,,,,,,,"    1","    1",,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-10-24","3.13",,,"0.04","    6","0.0","0",,"63","51","   37","   70","   60",,"8.9","13.0",,,,,,,,,,,"    1","    1",,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-10-25","6.04",,,"0.00","  100","0.0","0",,"79","57","  637","  200","  200",,"17.9","25.1","    1",,,,,,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-10-26","11.86",,,"0.11","   83","0.0","0",,"72","47","  524","  330","  340",,"21.0","25.1","    1",,,,,,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-10-27","9.62",,,"0.67","    0","0.0","0",,"48","43","    0","  350","  350",,"17.9","23.0","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-10-28","9.40",,,"0.30","    0","0.0","0",,"43","41","    0","   30","   30",,"15.0","21.0","    1",,,,,,,,,,"    1","    1",,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-10-29","17.90",,,"1.42","    0","0.0","0",,"47","41","    0","  350","  360",,"33.1","42.9","    1",,,,,,,,,,"    1","    1",,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-10-30","13.87",,,"0.56","    0","0.0","0",,"55","44","    0","   30","   50",,"31.1","42.9","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-10-31","6.71",,,"0.10","    0","0.0","0",,"46","40","    0","  260","  250",,"16.1","21.0","    1",,,,,,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-11-01","12.53",,,"0.28","    0","0.0","0",,"44","41","    0","  270","  250",,"21.0","28.0","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-11-02","10.29",,,"0.12","    0","0.0","0",,"42","35","    0","  300","  310",,"19.9","23.9",,,,"    1",,,,,,,,"    1",,"    1",,"    1",,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-11-03","10.29",,,"0.00","   22","0.0","0",,"42","35","  137","  300","  290",,"19.9","25.1","    1",,,,,,,,,,,"    1",,,,"    1",,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-11-04","6.71",,,"0.01","    0","0.0","0",,"36","33","    0","  300","  300",,"13.0","16.1","    1",,,,,,,,,,"    1","    1",,,,"    1",,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-11-05","5.37",,,"0.00","    0","0.0","0",,"36","31","    0","  340","  340",,"12.1","14.1",,,,,,,,,,,,,,,,"    1",,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-11-06","6.71",,,"0.00","   94","0.0","0",,"41","30","  570","  120","  110",,"14.1","19.9",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-11-07","6.26",,,"0.00","   77","0.0","0",,"41","27","  467","   50","   60",,"17.0","19.9",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-11-08","4.03",,,"0.00","  100","0.0","0",,"42","24","  601","  310","  320",,"12.1","15.0",,,,,,,,"    1",,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-11-09","6.93",,,"0.01","    3","0.0","0",,"47","30","   15","  250","  250",,"21.9","28.0",,,,,,,,"    1",,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-11-10","4.92",,,"0.00","    6","0.0","0",,"54","43","   33","  100","   70",,"10.1","13.0",,,,,,,,"    1",,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-11-11","11.18",,,"0.00","   75","0.0","0",,"70","53","  447","  200","  210",,"19.9","25.9",,,,,,,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-11-12","19.46",,,"0.38","   32","0.0","0",,"70","40","  189","  190","  180",,"31.1","42.9","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-11-13","9.40",,,"0.00","    0","0.0","0",,"41","35","    0","  260","  260",,"21.9","31.1",,,,,,,,,,,,,,"    1",,"    1",,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-11-14","2.91",,,"0.00","    0","0.0","0",,"40","34","    0","   80","   70",,"8.9","12.1",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-11-15","2.68",,,"0.00","   88","0.0","0",,"48","29","  514","   20","   20",,"12.1","15.0",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-11-16","1.34",,,"0.00","  100","0.0","0",,"49","28","  583","  240","  240",,"8.1","8.9",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-11-17","3.36",,,"0.00","   72","0.0","0",,"50","30","  419","  120","  240",,"8.1","10.1",,,,,,,,"    1",,,"    1",,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-11-18","5.59",,,"0.00","  100","0.0","0",,"54","32","  578","   40","   40",,"10.1","13.0",,,,,,,,,,,"    1",,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-11-19","3.80",,,"0.00","   82","0.0","0",,"52","31","  475","  120","   20",,"8.9","10.1",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-11-20","2.01",,,"0.00","   29","0.0","0",,"52","34","  165","  210","  210",,"8.9","8.9","    1",,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-11-21","3.13",,,"0.00","  100","0.0","0",,"55","31","  573","  150","  250",,"6.9","8.1",,,,,,,,"    1",,,"    1",,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-11-22","8.95",,,"0.00","   98","0.0","0",,"58","33","  561","  240","  240",,"21.0","28.0",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-11-23","21.03",,,"0.03","   24","0.0","0",,"54","34","  136","  240","  230",,"36.0","47.0","    1",,,,,,,,,,"    1",,,"    1",,"    1",,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-11-24","17.22",,,"0.00","   27","0.0","0",,"37","31","  155","  270","  260",,"31.1","40.0",,,,,,,,,,,,,,,,"    1",,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-11-25","10.29",,,"0.15","    0","1.6","0",,"34","29","    0","  280","  280",,"21.0","29.1","    1",,,,,,,,,,"    1",,,,,"    1",,"    1"
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-11-26","11.63",,,"0.00","   22","0.0","1",,"37","31","  126","  260","  260",,"19.9","25.9",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-11-27","4.70",,,"0.00","   25","0.0","0",,"36","29","  140","  240","  290",,"12.1","15.0",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-11-28","10.96",,,"0.02","    4","0.2","0",,"37","30","   22","  250","  280",,"21.9","29.1","    1",,,,,,,,,,"    1",,,,,"    1",,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-11-29","13.42",,,"0.00","   48","0.0","0",,"44","30","  267","  240","  240",,"29.1","38.0",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-11-30","13.20",,,"0.05","    0","0.6","0",,"38","25","    0","   70","   70",,"19.9","23.0",,,,,,,,,,,"    1",,,,,"    1",,"    1"
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-12-01","7.38",,,"0.00","   23","0.0","0",,"52","25","  128","  190","  200",,"19.9","23.9",,,,,,,,"    1",,,"    1",,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-12-02","14.32",,,"0.35","    0","0.0","0",,"54","47","    0","  240","  240",,"23.9","32.0",,,,,,,,,,,"    1","    1",,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-12-03","4.03",,,"0.00","   70","0.0","0",,"59","43","  385","  190","  190",,"14.1","17.0",,,,,,,,"    1",,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-12-04","14.76",,,"0.27","   30","0.0","0",,"65","46","  163","  210","  200",,"25.1","30.0","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-12-05","11.41",,,"0.00","    7","0.0","0",,"46","27","   39","  280","  310",,"23.0","30.0",,,,,,,,,,,,,,"    1",,"    1",,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-12-06","5.59",,,"0.00","   72","0.0","0",,"42","22","  396","  190","  190",,"13.0","15.0",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-12-07","5.59",,,"0.00","    0","0.0","0",,"46","36","    0","  220","  220",,"16.1","19.9",,,,,,,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-12-08","5.82",,,"0.18","    0","0.0","0",,"45","35","    0","  320","  310",,"16.1","21.0","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-12-09","10.29",,,"0.44","    9","0.0","0",,"45","29","   47","   70","   90",,"21.0","25.1",,,,"    1",,,,,,,"    1","    1",,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-12-10","12.08",,,"0.29","    0","0.0","0",,"53","34","    0","  240","  230",,"23.9","32.0","    1",,,,,,,,,,"    1","    1",,"    1",,"    1",,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-12-11","5.59",,,"0.00","    9","0.1","0",,"35","29","   47","  260","  250",,"15.0","23.9","    1",,,,,,,,,,,,,,,"    1",,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-12-12","9.40",,,"0.04","   20","0.2","0",,"39","31","  109","  240","  240",,"21.9","31.1","    1",,,,,,,,,,"    1",,,"    1",,"    1",,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-12-13","7.83",,,"0.00","  100","0.0","0",,"43","27","  544","  210","  210",,"15.0","21.9",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-12-14","8.28",,,"0.00","   88","0.0","0",,"43","31","  476","  270","  250",,"16.1","23.0","    1",,,,,,,,,,"    1",,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-12-15","7.61",,,"0.00","   42","0.0","0",,"43","28","  228","   60","   70",,"16.1","17.9",,"    1",,,,,,"    1",,,,,,"    1",,,,"    1"
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-12-16","11.18",,,"0.01","   22","0.0","0",,"57","42","  120","  190","  190",,"21.9","28.0",,,,,,,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-12-17","7.61",,,"0.22","    0","0.0","0",,"48","42","    0","  230","  240",,"17.0","21.9","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-12-18","10.74",,,"0.32","    0","0.0","0",,"43","36","    0","  280","  300",,"17.9","25.1","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-12-19","6.26",,,"0.00","    0","0.0","0",,"41","34","    0","  260","  270",,"13.0","16.1",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-12-20","13.87",,,"0.08","    8","0.0","0",,"44","31","   42","  170","  170",,"31.1","40.9",,,,,,,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-12-21","12.30",,,"0.27","    1","2.8","0",,"44","30","    3","  300","  310",,"30.0","38.0","    1",,,,,,,,,,"    1",,,"    1",,"    1",,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-12-22","18.34",,,"0.03","    8","0.1","2",,"33","28","   43","  290","  310",,"28.0","38.0",,,,,,,,,,,"    1",,,,,"    1",,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-12-23","13.20",,,"0.02","   18","0.5","2",,"35","29","   99","  240","  240",,"21.9","30.0","    1",,,,,,,,,,"    1",,,,,"    1",,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-12-24","7.38",,,"0.01","   27","0.1","1",,"30","28","  148","   70","   70",,"15.0","17.9","    1",,,,,,,,,,"    1",,,,,"    1",,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-12-25","4.47",,,"0.02","   22","0.3","1",,"33","28","  121","   40","   30",,"13.0","17.0","    1",,,,,,,,,,"    1",,,,,"    1",,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-12-26","15.88",,,"0.65","    0","10.1","0",,"30","22","    0","   60","   50",,"25.1","32.0",,,,,,,,,"    1",,,,,,,"    1",,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-12-27","9.84",,,"0.20","    0","2.4","10",,"26","23","    0","   40","   40",,"21.0","25.9",,,,,,,,,,,"    1","    1","    1",,,"    1",,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-12-28","4.92",,,"0.01","    0","0.1","10",,"28","22","    0","  270","  270",,"14.1","17.0",,,,,,,,,,,"    1","    1",,,,"    1",,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-12-29","8.50",,,"0.23","    0","2.9","9",,"28","24","    0","  350","  350",,"16.1","19.9",,,,,,,,,,,"    1",,,,,"    1",,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-12-30","10.96",,,"0.00","   60","0.0","10",,"30","21","  324","  240","  250",,"28.0","38.9",,,,,,,,"    1",,,,,,,,"    1",,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2012-12-31","18.34",,,"0.00","    6","0.0","8",,"36","25","   30","  240","  260",,"30.0","47.0",,,,,,,,,,,,,,,,"    1",,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2013-01-01","9.40",,,"0.00","   46","0.3","7",,"33","17","  252","  290","  290",,"17.9","23.0",,,,,,,,,,,"    1",,,,,"    1",,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2013-01-02","10.96",,,"0.00","   29","0.0","7",,"27","17","  158","  280","  260",,"17.9","25.1",,,,,,,,,,,,,,,,"    1",,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2013-01-03","11.86",,,"0.04","    0","0.5","7",,"31","17","    0","  260","  210",,"25.1","36.0",,,,,,,,,"    1",,"    1",,,,,"    1",,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2013-01-04","25.50",,,"0.00","    7","0.0","7",,"33","27","   40","  230","  230",,"40.9","55.0",,,,,,,,,"    1",,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2013-01-05","11.41",,,"0.00","   21","0.0","5",,"34","29","  114","  260","  260",,"23.9","31.1",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2013-01-06","13.42",,,"0.05","    0","0.2","3",,"36","32","    0","  240","  240",,"19.9","25.9","    1",,,,,,,,,,"    1",,,"    1",,"    1",,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2013-01-07","11.18",,,"0.00","   13","0.0","2",,"34","25","   72","  200","  210",,"21.0","25.9","    1",,,,,,,,,,,,,,,"    1",,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2013-01-08","10.29",,,"0.00","   56","0.0","2",,"36","28","  307","  230","  230",,"17.9","23.9",,,,,,,,"    1",,,"    1",,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2013-01-09","15.88",,,"0.00","   56","0.0","2",,"44","28","  308","  240","  250",,"34.9","51.0",,,,,,,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2013-01-10","6.04",,,"0.00","  100","0.0","0",,"41","32","  555","  270","  250",,"14.1","17.0",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2013-01-11","10.51",,,"0.09","    0","0.0","0",,"50","34","    0","  170","  170",,"23.9","30.0","    1",,,,,,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2013-01-12","11.18",,,"0.00","   62","0.0","0",,"59","45","  345","  210","  220",,"23.0","30.0",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2013-01-13","12.30",,,"0.38","   23","0.0","0",,"65","46","  127","  250","  250",,"28.0","38.0","    1",,,,,,,,,,"    1",,,"    1",,,,
